Symbol,Name,Country,Sector,Industry
ALTS,ALT5 Sigma Corporation Common Stock,United States,Consumer Discretionary,Home Furnishings
ALUR,Allurion Technologies Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
ALV,Autoliv Inc. Common Stock,Sweden,Consumer Discretionary,Auto Parts:O.E.M.
ALVO,Alvotech Ordinary Shares,Luxembourg,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALVOW,Alvotech Warrant,Luxembourg,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALX,Alexander's Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
ALXO,ALX Oncology Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALZN,Alzamend Neuro Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AM,Antero Midstream Corporation Common Stock,United States,Utilities,Natural Gas Distribution
AMAL,Amalgamated Financial Corp. Common Stock (DE),United States,Finance,Major Banks
AMAT,Applied Materials Inc. Common Stock,United States,Technology,Semiconductors
AMBA,Ambarella Inc. Ordinary Shares,United States,Technology,Semiconductors
AMBC,Ambac Financial Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
AMBI,Ambipar Emergency Response Class A Ordinary Shares,,Industrials,Environmental Services
AMBO,Ambow Education Holding Ltd. American Depository Shares (each representing twenty (20) Class A Ordinary Shares),China,Real Estate,Other Consumer Services
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,,Industrials,Containers/Packaging
AMBR,Amber International Holding Limited American Depositary Shares,Hong Kong,Finance,Finance: Consumer Services
AMC,AMC Entertainment Holdings Inc. Class A Common Stock,United States,Consumer Discretionary,Movies/Entertainment
AMCR,Amcor plc Ordinary Shares,United Kingdom,Consumer Discretionary,Miscellaneous manufacturing industries
AMCX,AMC Networks Inc. Class A Common Stock,United States,Telecommunications,Cable & Other Pay Television Services
AMD,Advanced Micro Devices Inc. Common Stock,United States,Technology,Semiconductors
AME,AMETEK Inc.,United States,Industrials,Industrial Machinery/Components
AMED,Amedisys Inc Common Stock,United States,Health Care,Medical/Nursing Services
AMG,Affiliated Managers Group Inc. Common Stock,United States,Finance,Investment Managers
AMGN,Amgen Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,United States,Real Estate,Real Estate Investment Trusts
AMH^G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,United States,,
AMH^H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,United States,,
AMIX,Autonomix Medical Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
AMKR,Amkor Technology Inc. Common Stock,United States,Technology,Semiconductors
AMLX,Amylyx Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AMN,AMN Healthcare Services Inc,United States,Consumer Discretionary,Professional Services
AMOD,Alpha Modus Holdings Inc. Class A Common Stock,United States,Miscellaneous,Multi-Sector Companies
AMODW,Alpha Modus Holdings Inc. Warrant,United States,Miscellaneous,Multi-Sector Companies
AMP,Ameriprise Financial Inc. Common Stock,United States,Finance,Investment Managers
AMPG,Amplitech Group Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
AMPGW,Amplitech Group Inc. Warrants,United States,Telecommunications,Telecommunications Equipment
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AMPL,Amplitude Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
AMPX,Amprius Technologies Inc. Common Stock,United States,Miscellaneous,Industrial Machinery/Components
AMPY,Amplify Energy Corp. Common Stock,United States,Energy,Oil & Gas Production
AMR,Alpha Metallurgical Resources Inc. Common Stock,United States,Energy,Coal Mining
AMRC,Ameresco Inc. Class A Common Stock,United States,Consumer Discretionary,Engineering & Construction
AMRK,A-Mark Precious Metals Inc. Common Stock,United States,Industrials,Other Specialty Stores
AMRN,Amarin Corporation plc,Ireland,Health Care,Biotechnology: Pharmaceutical Preparations
AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AMS,American Shared Hospital Services Common Stock,United States,Health Care,Medical Specialities
AMSC,American Superconductor Corporation Common Stock,United States,Consumer Discretionary,Metal Fabrications
AMSF,AMERISAFE Inc. Common Stock,United States,Finance,Property-Casualty Insurers
AMST,Amesite Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
AMT,American Tower Corporation (REIT) Common Stock,United States,Real Estate,Real Estate Investment Trusts
AMTB,Amerant Bancorp Inc. Class A Common Stock,United States,Finance,Major Banks
AMTD,AMTD IDEA Group American Depositary Shares each representing six (6) Class A Ordinary Shares,,Finance,Finance: Consumer Services
AMTM,Amentum Holdings Inc. Common Stock,United States,,
AMTX,Aemetis Inc. (DE) Common Stock,United States,Industrials,Major Chemicals
AMWD,American Woodmark Corporation Common Stock,United States,Basic Materials,Forest Products
AMWL,American Well Corporation Class A Common Stock,United States,Consumer Discretionary,Business Services
AMX,America Movil S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares,Mexico,Telecommunications,Telecommunications Equipment
AMZE,Amaze Holdings Inc. Common Stock,,Consumer Staples,Beverages (Production/Distribution)
AMZN,Amazon.com Inc. Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
AN,AutoNation Inc. Common Stock,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
ANAB,AnaptysBio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ANDE,Andersons Inc. (The) Common Stock,United States,Industrials,Farming/Seeds/Milling
ANEB,Anebulo Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ANET,Arista Networks Inc. Common Stock,United States,Telecommunications,Computer Communications Equipment
ANF,Abercrombie & Fitch Company Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
ANG^B,American National Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 6.625% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,United States,,
ANG^D,American National Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 7.375% Fixed-Rate Non-Cumulative Preferred Stock Series D,United States,,
ANGH,Anghami Inc. Ordinary Shares,United Arab Emirates,Consumer Discretionary,Telecommunications Equipment
ANGHW,Anghami Inc. Warrants,United Arab Emirates,Consumer Discretionary,Telecommunications Equipment
ANGI,Angi Inc. Class A Common Stock,United States,Consumer Discretionary,Advertising
ANGO,AngioDynamics Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
ANIK,Anika Therapeutics Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
ANIP,ANI Pharmaceuticals Inc.,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ANIX,Anixa Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ANL,Adlai Nortye Ltd. American Depositary Shares,Cayman Islands,Health Care,Biotechnology: Pharmaceutical Preparations
ANNA,AleAnna Inc. Class A Common Stock,United States,Energy,Oil & Gas Production
ANNAW,AleAnna Inc. Warrant,United States,Energy,Oil & Gas Production
ANNX,Annexon Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ANRO,Alto Neuroscience Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ANSC,Agriculture & Natural Solutions Acquisition Corporation Class A Ordinary Shares,United States,,
ANSCU,Agriculture & Natural Solutions Acquisition Corporation Unit,United States,,
ANSCW,Agriculture & Natural Solutions Acquisition Corporation Warrant,United States,,
ANSS,ANSYS Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
ANTA,Antalpha Platform Holding Company Ordinary Shares,Singapore,Finance,Investment Bankers/Brokers/Service
ANTE,AirNet Technology Inc. Ordinary Share,China,Consumer Discretionary,Advertising
ANTX,AN2 Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ANVS,Annovis Bio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ANY,Sphere 3D Corp. Common Shares,Canada,Finance,Finance: Consumer Services
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers
AOMD,Angel Oak Mortgage REIT Inc. 9.750% Senior Notes due 2030,United States,Finance,Real Estate
AOMN,Angel Oak Mortgage REIT Inc. 9.500% Senior Notes due 2029,United States,Finance,Real Estate
AOMR,Angel Oak Mortgage REIT Inc. Common Stock,United States,Finance,Real Estate
AON,Aon plc Class A Ordinary Shares (Ireland),United States,Finance,Specialty Insurers
AORT,Artivion Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
AOS,A.O. Smith Corporation Common Stock,United States,Consumer Discretionary,Consumer Electronics/Appliances
AOSL,Alpha and Omega Semiconductor Limited Common Shares,Bermuda,Technology,Semiconductors
AOUT,American Outdoor Brands Inc. Common Stock ,United States,Consumer Discretionary,Recreational Games/Products/Toys
AP,Ampco-Pittsburgh Corporation Common Stock,United States,Industrials,Fluid Controls
APA,APA Corporation Common Stock,United States,Energy,Oil & Gas Production
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,United States,Finance,Investment Managers
APD,Air Products and Chemicals Inc. Common Stock,United States,Industrials,Major Chemicals
APDN,Applied DNA Sciences Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
APEI,American Public Education Inc. Common Stock,United States,Real Estate,Other Consumer Services
APG,APi Group Corporation Common Stock,United States,Consumer Discretionary,Engineering & Construction
APGE,Apogee Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
APH,Amphenol Corporation Common Stock,United States,Technology,Electrical Products
API,Agora Inc. American Depositary Shares,China,Technology,Computer Software: Prepackaged Software
APLD,Applied Digital Corporation Common Stock,United States,Finance,Finance: Consumer Services
APLE,Apple Hospitality REIT Inc. Common Shares,United States,Real Estate,Real Estate Investment Trusts
APLM,Apollomics Inc. Class A Ordinary Shares,United States,Health Care,Biotechnology: Pharmaceutical Preparations
APLMW,Apollomics Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
APLS,Apellis Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
APLT,Applied Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
APM,Aptorum Group Limited Class A Ordinary Shares,Hong Kong,Health Care,Biotechnology: Pharmaceutical Preparations
APO,Apollo Global Management Inc. (New) Common Stock,United States,Finance,Investment Managers
APO^A,Apollo Global Management Inc. 6.75% Series A Mandatory Convertible Preferred Stock,United States,,
APOG,Apogee Enterprises Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
APOS,Apollo Global Management Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053,United States,Finance,Investment Managers
APP,Applovin Corporation Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
APPF,AppFolio Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
APPN,Appian Corporation Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
APPS,Digital Turbine Inc. Common Stock,United States,Miscellaneous,Multi-Sector Companies
APRE,Aprea Therapeutics Inc. Common stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
APT,Alpha Pro Tech Ltd. Common Stock,Canada,Health Care,Industrial Specialties
APTV,Aptiv PLC Ordinary Shares,United Kingdom,Consumer Discretionary,Auto Parts:O.E.M.
APUS,Apimeds Pharmaceuticals US Inc. Common Stock,,Health Care,Biotechnology: Pharmaceutical Preparations
APVO,Aptevo Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),Taiwan,Industrials,Telecommunications Equipment
APYX,Apyx Medical Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
AQB,AquaBounty Technologies Inc. Common Stock,United States,Consumer Staples,Meat/Poultry/Fish
AQMS,Aqua Metals Inc. Common Stock,United States,Industrials,Metal Fabrications
AQN,Algonquin Power & Utilities Corp. Common Shares,United States,Utilities,Electric Utilities: Central
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,United States,Utilities,Electric Utilities: Central
AQST,Aquestive Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AR,Antero Resources Corporation Common Stock,United States,Energy,Oil & Gas Production
ARAI,Arrive AI Inc. Common Stock,United States,Finance,Diversified Commercial Services
ARAY,Accuray Incorporated Common Stock,United States,Health Care,Medical/Dental Instruments
ARBB,ARB IOT Group Limited Ordinary Shares,Malaysia,Technology,EDP Services
ARBE,Arbe Robotics Ltd. Ordinary Shares,Israel,Technology,EDP Services
ARBEW,Arbe Robotics Ltd. Warrant,Israel,Technology,EDP Services
ARBK,Argo Blockchain plc American Depositary Shares,United Kingdom,Finance,Finance: Consumer Services
ARBKL,Argo Blockchain plc 8.75% Senior Notes due 2026,United Kingdom,Finance,Finance: Consumer Services
ARCB,ArcBest Corporation Common Stock,United States,Industrials,Trucking Freight/Courier Services
